district,property_type,built_area_sqft,plot_area_sqft,bedrooms,bathrooms,age_of_property_yrs,sale_price_rs,latitude,longitude,ownership_type,distance_to_city_center_km,nearest_school_distance_km,metro_distance_km,flood_risk_score,road_access_width_ft,district_taluk
Tiruppur,commercial,3775,7088.56,4,4,27,22565306.44,9.0836,76.8814,freehold,2.53,7.92,9.22,0.53,13,Tiruppur_Taluk_4
Tiruppur,commercial,2898,4753.17,3,3,50,11972731.21,11.4478,79.2236,freehold,13.8,4.35,24.75,0.58,20,Tiruppur_Taluk_9
Tiruppur,commercial,1347,2328.43,1,1,25,9044120.18,11.54154,78.17604,leasehold,24.17,5.59,29.67,0.42,32,Tiruppur_Taluk_4
Tiruppur,house,2788,3573.19,4,5,8,20292813.79,12.6682,80.2422,freehold,14.73,9.58,21.26,0.56,30,Tiruppur_Taluk_3
Tiruppur,flat,2760,2760.0,4,4,38,13836316.33,13.2284,76.76445,freehold,12.04,8.21,16.52,0.51,54,Tiruppur_Taluk_5
Tiruppur,house,1427,3042.17,2,3,19,11336677.91,9.12829,76.73908,freehold,14.52,1.63,18.82,0.17,45,Tiruppur_Taluk_9
Tiruppur,plot,2209,4359.89,2,3,34,12940731.06,8.41852,79.30553,leasehold,6.86,6.24,11.02,0.36,10,Tiruppur_Taluk_1
Tiruppur,plot,2697,4815.1,3,4,23,19486609.81,9.20137,78.60043,freehold,20.98,5.91,18.86,0.37,22,Tiruppur_Taluk_7
Tiruppur,commercial,837,1528.49,2,2,13,5306148.45,8.5703,78.2329,freehold,24.05,7.75,20.78,0.55,44,Tiruppur_Taluk_8
Tiruppur,commercial,645,999.23,1,1,50,2901083.42,12.13286,77.88011,freehold,16.03,4.44,20.33,0.34,48,Tiruppur_Taluk_8
Tiruppur,flat,3451,3451.0,5,4,38,16474734.97,12.75878,80.08012,freehold,8.52,9.87,14.2,0.41,41,Tiruppur_Taluk_7
Tiruppur,commercial,3852,6299.48,5,4,22,25444813.66,11.65146,77.41614,freehold,2.74,2.44,14.58,0.13,51,Tiruppur_Taluk_9
Tiruppur,commercial,1332,3256.06,1,1,14,9152755.62,11.58527,77.16709,freehold,16.17,5.8,25.39,0.21,31,Tiruppur_Taluk_3
Tiruppur,flat,2801,2801.0,3,2,10,18336909.58,13.09929,78.99051,leasehold,0.54,5.06,8.89,0.58,59,Tiruppur_Taluk_8
Tiruppur,plot,1255,1699.9,1,1,2,10052944.93,8.93803,80.12973,leasehold,24.92,7.59,28.83,0.21,51,Tiruppur_Taluk_1
Tiruppur,flat,3093,3093.0,3,4,24,23471230.47,13.25885,79.28466,freehold,18.41,8.65,6.2,0.43,57,Tiruppur_Taluk_7
Tiruppur,house,2021,4034.93,3,4,38,11291306.56,9.37587,78.5925,freehold,20.54,4.37,26.22,0.18,45,Tiruppur_Taluk_10
Tiruppur,flat,2474,2474.0,3,4,5,20879658.99,12.3625,79.75166,freehold,16.17,9.57,29.56,0.26,36,Tiruppur_Taluk_6
Tiruppur,plot,3640,6133.49,5,6,35,19243146.64,10.74116,78.9495,freehold,24.69,7.35,12.28,0.54,42,Tiruppur_Taluk_5
Tiruppur,flat,1798,1798.0,2,2,31,9517054.28,12.46451,77.6014,leasehold,10.67,2.93,20.77,0.39,48,Tiruppur_Taluk_4
Tiruppur,plot,1244,2374.36,2,3,9,9699470.86,13.24662,78.39285,freehold,8.98,5.73,10.8,0.16,45,Tiruppur_Taluk_5
Tiruppur,commercial,754,832.24,1,1,15,4815547.09,11.18363,78.17254,freehold,8.44,1.44,28.76,0.27,40,Tiruppur_Taluk_8
Tiruppur,commercial,2020,4370.56,2,3,50,7490162.59,13.01758,79.23131,freehold,9.07,6.38,8.55,0.45,26,Tiruppur_Taluk_10
Tiruppur,flat,1973,1973.0,3,4,43,8323529.81,11.22972,78.62159,leasehold,15.35,5.4,7.4,0.22,45,Tiruppur_Taluk_6
Tiruppur,house,1477,3304.42,1,1,17,11598888.8,12.16484,76.87451,freehold,21.57,7.44,27.58,0.3,37,Tiruppur_Taluk_3
Tiruppur,flat,900,900.0,2,2,24,5808054.67,9.03564,79.85681,freehold,24.43,9.52,13.96,0.38,46,Tiruppur_Taluk_1
Tiruppur,commercial,3340,6099.09,5,4,30,20367555.2,10.83194,78.6619,freehold,12.78,6.45,20.41,0.21,16,Tiruppur_Taluk_10
Tiruppur,plot,3737,5076.78,4,5,40,19171041.62,11.54211,77.99851,freehold,1.24,7.88,25.89,0.52,55,Tiruppur_Taluk_6
Tiruppur,flat,3015,3015.0,3,3,1,29056995.19,8.19362,80.21636,freehold,18.1,4.14,19.68,0.29,26,Tiruppur_Taluk_1
Tiruppur,plot,993,1244.5,2,1,14,7289299.64,8.45861,79.6737,freehold,20.42,5.48,28.92,0.21,25,Tiruppur_Taluk_2
Tiruppur,house,503,569.38,1,2,32,2960624.78,8.90576,78.69332,freehold,24.62,7.47,7.11,0.46,20,Tiruppur_Taluk_10
Tiruppur,plot,2554,5183.63,4,5,14,17775294.44,8.59937,77.25559,freehold,16.51,6.19,8.15,0.53,37,Tiruppur_Taluk_10
Tiruppur,flat,831,831.0,1,2,21,4868171.09,8.40612,79.62835,leasehold,1.93,8.86,12.22,0.39,23,Tiruppur_Taluk_9
Tiruppur,house,2419,3373.5,4,3,2,20704164.14,11.30482,76.85313,leasehold,18.62,1.69,28.02,0.17,21,Tiruppur_Taluk_8
Tiruppur,flat,2841,2841.0,4,4,28,18833188.45,12.05148,76.93913,freehold,20.14,6.84,13.1,0.53,18,Tiruppur_Taluk_1
Tiruppur,commercial,2145,3760.56,2,3,3,15958244.99,11.66499,76.70331,freehold,7.79,4.97,12.85,0.47,59,Tiruppur_Taluk_8
Tiruppur,house,2086,2623.76,2,2,30,10977642.22,10.27456,76.99211,freehold,20.17,5.29,24.99,0.16,21,Tiruppur_Taluk_2
Tiruppur,commercial,3109,4011.8,3,2,43,13717026.1,9.95187,79.3218,freehold,16.14,8.73,27.92,0.32,54,Tiruppur_Taluk_1
Tiruppur,flat,1180,1180.0,2,3,14,8740112.11,13.09761,79.33774,freehold,13.16,9.15,24.75,0.25,56,Tiruppur_Taluk_4
Tiruppur,commercial,1669,2724.47,2,1,10,12473669.26,9.22537,76.55095,freehold,0.58,8.87,26.92,0.43,54,Tiruppur_Taluk_4
Tiruppur,house,3669,4804.5,4,5,42,17905320.04,12.33901,77.16932,freehold,17.21,6.7,15.68,0.11,25,Tiruppur_Taluk_5
Tiruppur,commercial,3406,6728.51,4,5,40,17224452.68,8.8593,77.78119,freehold,18.84,6.95,15.98,0.43,31,Tiruppur_Taluk_9
Tiruvallur,flat,3254,3254.0,4,4,27,8901636.79,11.32015,77.92719,freehold,17.16,6.2,14.22,0.51,13,Tiruvallur_Taluk_3
Tiruvallur,plot,1018,2537.26,1,1,9,3680378.91,9.98987,77.94588,freehold,24.48,2.17,7.6,0.51,55,Tiruvallur_Taluk_4
Tiruvallur,flat,3699,3699.0,4,5,2,12008627.38,11.96464,78.66171,freehold,2.3,5.49,17.36,0.49,55,Tiruvallur_Taluk_1
Tiruvallur,commercial,3541,7977.49,4,3,8,11247206.2,12.29236,77.36968,freehold,21.51,5.63,22.09,0.17,57,Tiruvallur_Taluk_10
Tiruvallur,commercial,2892,6967.51,4,4,29,6071941.85,11.06835,78.55063,freehold,4.01,2.51,6.14,0.48,50,Tiruvallur_Taluk_4
Tiruvallur,flat,2565,2565.0,4,3,10,6597320.46,12.67025,77.48556,freehold,16.46,5.4,18.42,0.47,37,Tiruvallur_Taluk_3
Tiruvallur,house,2175,2821.38,2,3,50,3758740.42,10.702,76.7045,freehold,23.65,5.66,25.8,0.41,38,Tiruvallur_Taluk_3
Tiruvallur,flat,3188,3188.0,4,3,40,5337925.79,11.11065,77.55614,freehold,8.64,1.56,18.05,0.41,23,Tiruvallur_Taluk_8
Tiruvallur,house,2752,4688.61,4,3,11,7414619.75,12.75461,76.58505,freehold,3.46,5.6,6.98,0.16,17,Tiruvallur_Taluk_8
Tiruvallur,house,3499,5526.13,5,5,14,10393800.96,9.50973,79.78341,freehold,14.99,1.26,19.33,0.44,47,Tiruvallur_Taluk_5
Tiruvallur,flat,2067,2067.0,2,1,34,4783605.68,11.88649,79.79253,freehold,16.97,1.34,26.38,0.13,53,Tiruvallur_Taluk_1
Tiruvallur,plot,831,1970.44,1,1,27,1965504.44,10.28992,78.38627,leasehold,2.49,7.92,8.53,0.42,17,Tiruvallur_Taluk_1
Tiruvallur,commercial,2957,6949.72,3,3,16,9642944.01,9.7646,76.74655,freehold,0.92,7.29,28.87,0.44,11,Tiruvallur_Taluk_6
Tiruvallur,plot,1437,2154.15,1,1,50,2024725.98,12.65493,80.09393,freehold,20.76,3.56,16.15,0.52,47,Tiruvallur_Taluk_6
Tiruvallur,plot,1999,3491.14,3,3,17,5380402.58,8.11475,76.66767,freehold,16.02,8.32,12.43,0.16,48,Tiruvallur_Taluk_3
Tiruvallur,house,1954,2255.35,2,3,38,4709308.06,8.24389,79.96358,freehold,0.89,8.68,18.03,0.38,29,Tiruvallur_Taluk_9
Tiruvallur,commercial,1323,2193.66,2,1,14,3477055.96,12.2226,76.84193,freehold,6.73,5.54,25.31,0.36,29,Tiruvallur_Taluk_2
Tiruvallur,house,3372,6149.15,4,3,2,10285986.43,12.48662,79.04674,freehold,7.45,6.89,26.8,0.17,16,Tiruvallur_Taluk_9
Tiruvallur,house,3211,7911.52,5,4,46,5931045.87,11.90324,78.26113,freehold,0.69,8.47,22.6,0.12,52,Tiruvallur_Taluk_1
Tiruvallur,house,791,1143.08,1,1,48,1455875.12,10.59451,77.37092,freehold,21.25,2.53,14.18,0.12,20,Tiruvallur_Taluk_8
Tiruvallur,plot,3902,9590.95,4,4,49,7198289.32,13.25099,78.36973,freehold,24.18,4.27,6.56,0.3,30,Tiruvallur_Taluk_5
Tiruvallur,flat,3463,3463.0,4,3,11,8675506.17,8.23387,78.6475,freehold,22.62,1.35,17.88,0.37,35,Tiruvallur_Taluk_2
Tiruvallur,plot,1498,2584.87,2,2,38,3455286.63,11.8984,78.76541,freehold,5.33,6.58,24.87,0.2,32,Tiruvallur_Taluk_9
Tiruvallur,house,2033,3186.26,3,2,9,6293957.18,13.4987,79.55388,freehold,17.36,9.81,10.9,0.4,33,Tiruvallur_Taluk_9
Tiruvallur,commercial,3602,8611.51,5,5,34,7522102.84,12.62699,79.88062,freehold,4.51,1.36,9.17,0.17,18,Tiruvallur_Taluk_3
Tiruvallur,house,3837,7038.83,5,6,1,14646419.5,12.58574,79.15801,freehold,13.12,7.56,5.89,0.12,43,Tiruvallur_Taluk_6
Tiruvallur,commercial,678,1139.53,1,1,24,1917891.53,8.6409,80.16731,freehold,15.63,8.38,20.02,0.11,30,Tiruvallur_Taluk_5
Tiruvallur,house,3142,3678.68,3,3,6,11395071.86,11.27798,79.03284,freehold,18.01,5.72,11.82,0.23,43,Tiruvallur_Taluk_2
Tiruvallur,plot,3707,7116.66,4,5,37,9045071.61,11.03694,80.07761,freehold,22.84,6.47,24.15,0.46,48,Tiruvallur_Taluk_1
Tiruvallur,house,3890,5994.75,4,4,1,13945286.03,11.70563,79.18937,freehold,13.58,3.13,23.6,0.19,28,Tiruvallur_Taluk_5
Tiruvallur,house,2370,5287.39,2,3,5,8184350.87,9.7072,79.6545,freehold,23.46,2.49,21.23,0.56,22,Tiruvallur_Taluk_5
Tiruvallur,commercial,1166,2325.51,1,1,50,1847490.86,11.59935,77.25492,freehold,21.6,2.77,9.01,0.44,43,Tiruvallur_Taluk_7
Tiruvallur,commercial,3592,6983.5,5,5,27,8348682.94,12.1495,76.88781,leasehold,4.75,2.88,20.48,0.58,54,Tiruvallur_Taluk_7
Tiruvallur,flat,3158,3158.0,3,4,49,4534636.02,10.71876,80.11968,freehold,2.67,8.61,21.28,0.39,19,Tiruvallur_Taluk_3
Tiruvallur,flat,2367,2367.0,3,3,14,7061265.84,12.58695,79.39634,freehold,13.68,6.32,13.69,0.21,48,Tiruvallur_Taluk_4
Tiruvallur,plot,1819,3485.22,3,4,9,5372704.52,13.02464,80.28355,freehold,23.35,7.44,28.21,0.11,12,Tiruvallur_Taluk_9
Tiruvallur,flat,2888,2888.0,3,4,3,9544581.34,12.87049,79.72286,leasehold,15.92,7.04,14.06,0.17,13,Tiruvallur_Taluk_5
Tiruvallur,commercial,2311,2707.04,2,3,21,6547063.63,10.58801,79.93549,freehold,19.05,2.71,13.31,0.15,42,Tiruvallur_Taluk_4
Tiruvallur,house,3223,7340.18,5,4,35,7393352.08,11.66808,79.0052,freehold,4.9,5.92,25.87,0.43,39,Tiruvallur_Taluk_7
Tiruvallur,house,2088,4780.41,3,4,12,6195947.5,12.97046,78.57384,leasehold,20.9,1.95,8.53,0.14,20,Tiruvallur_Taluk_5
Tiruvallur,commercial,1132,2672.84,2,1,4,3717631.43,12.94621,76.8173,freehold,5.77,7.47,7.12,0.11,28,Tiruvallur_Taluk_6
Tiruvallur,plot,1020,2446.9,1,1,45,1921256.2,10.84437,79.59821,leasehold,3.86,6.15,7.28,0.59,55,Tiruvallur_Taluk_9
Tiruvallur,plot,1899,2897.42,2,1,33,4420786.19,8.8465,79.37976,freehold,1.05,9.91,18.94,0.54,53,Tiruvallur_Taluk_7
Tiruvallur,flat,1408,1408.0,2,1,43,2260176.19,11.18387,78.17334,freehold,20.41,6.06,18.65,0.32,55,Tiruvallur_Taluk_6
Tiruvallur,flat,709,709.0,1,1,33,1357374.86,8.43326,76.59763,freehold,1.6,8.4,25.92,0.31,38,Tiruvallur_Taluk_1
Tiruvallur,commercial,1027,2088.11,2,1,11,2958650.86,12.57558,77.18335,freehold,18.61,9.25,16.44,0.38,18,Tiruvallur_Taluk_6
Tiruvallur,commercial,2745,3371.15,3,3,12,8883732.41,11.59894,76.81932,freehold,17.08,7.01,5.43,0.55,58,Tiruvallur_Taluk_5
Tiruvallur,plot,2987,6595.44,3,2,2,11577682.1,11.33947,78.1092,leasehold,10.89,3.61,18.3,0.18,32,Tiruvallur_Taluk_10
Tiruvallur,commercial,3511,7128.79,5,4,28,8575448.83,8.37014,76.66391,freehold,15.97,2.24,5.97,0.46,54,Tiruvallur_Taluk_7
Tiruvallur,house,3886,8573.15,5,6,47,5911723.86,10.38702,77.84752,freehold,18.95,7.54,27.82,0.55,25,Tiruvallur_Taluk_5
Tiruvallur,flat,2033,2033.0,3,3,19,4583223.87,10.73254,79.06193,freehold,12.6,4.25,18.89,0.38,28,Tiruvallur_Taluk_4
Tiruvallur,plot,3811,8048.88,4,4,29,8480586.26,10.01183,79.46032,freehold,13.82,3.48,10.53,0.5,38,Tiruvallur_Taluk_4
Tiruvallur,flat,2581,2581.0,4,3,23,7449912.4,9.68139,76.67164,freehold,17.77,3.9,13.27,0.31,29,Tiruvallur_Taluk_7
Tiruvallur,commercial,2766,4528.56,4,5,4,8100613.85,9.44274,77.50636,freehold,15.6,3.19,29.71,0.11,42,Tiruvallur_Taluk_5
Tiruvallur,plot,995,1305.8,2,2,40,1872807.3,10.49731,77.08121,freehold,1.73,8.47,27.66,0.29,47,Tiruvallur_Taluk_8
Tiruvallur,plot,2679,5122.24,4,4,31,7067330.52,9.41305,78.8952,freehold,16.91,7.6,10.85,0.37,47,Tiruvallur_Taluk_3
Tiruvallur,flat,1421,1421.0,2,2,21,3906725.28,9.53596,78.0205,freehold,8.01,4.41,22.87,0.21,36,Tiruvallur_Taluk_1
Tiruvallur,commercial,3543,4579.13,4,4,26,9266478.85,9.49607,78.32219,leasehold,17.58,3.65,18.72,0.48,29,Tiruvallur_Taluk_1
Tiruvallur,house,1049,1777.93,1,1,29,2643578.93,11.46549,76.74096,freehold,4.24,2.55,19.25,0.21,44,Tiruvallur_Taluk_8
Tiruvallur,flat,2242,2242.0,2,3,6,6960763.33,10.03183,79.37087,freehold,6.34,1.04,9.7,0.51,22,Tiruvallur_Taluk_2
Tiruvallur,commercial,1756,2197.01,3,4,50,2775526.74,9.25206,79.23491,leasehold,19.16,8.49,29.38,0.27,35,Tiruvallur_Taluk_4
Tiruvallur,house,981,2340.36,2,3,14,2573037.92,9.83457,78.44197,freehold,5.72,4.68,29.79,0.49,58,Tiruvallur_Taluk_4
Tiruvallur,flat,2562,2562.0,3,2,48,4277056.82,10.04571,80.13336,freehold,11.7,2.34,15.12,0.35,15,Tiruvallur_Taluk_1
Tiruvallur,house,3037,5961.0,4,4,24,8657229.88,10.41616,78.97109,leasehold,14.38,7.52,15.46,0.45,37,Tiruvallur_Taluk_5
Tiruvallur,house,2354,5185.34,3,4,0,8027822.36,10.34851,79.71149,freehold,11.97,7.66,25.81,0.47,22,Tiruvallur_Taluk_5
Tiruvallur,flat,1085,1085.0,1,1,11,2700079.5,11.88105,78.75928,freehold,18.91,3.15,5.05,0.37,40,Tiruvallur_Taluk_2
Tiruvallur,house,3827,8851.16,5,5,2,12050935.77,10.59332,78.59438,freehold,1.25,5.84,28.08,0.14,11,Tiruvallur_Taluk_1
Tiruvallur,commercial,3095,5644.54,4,3,34,5864555.45,13.47449,79.49165,freehold,23.76,6.43,27.58,0.41,52,Tiruvallur_Taluk_5
Tiruvallur,commercial,1519,3685.18,2,1,42,3209342.87,11.04794,78.84258,freehold,2.78,1.14,9.21,0.5,31,Tiruvallur_Taluk_7
Tiruvallur,commercial,1466,3042.05,2,2,9,3832739.67,11.06758,77.68414,freehold,13.62,3.81,10.63,0.38,19,Tiruvallur_Taluk_4
Tiruvallur,plot,2034,3206.4,3,3,18,6066761.72,9.51058,77.69151,freehold,12.54,8.97,10.82,0.16,31,Tiruvallur_Taluk_2
Tiruvallur,flat,1845,1845.0,3,4,1,6720805.94,12.00086,79.08219,freehold,5.35,2.96,20.79,0.44,20,Tiruvallur_Taluk_10
Tiruvallur,plot,3457,4995.21,4,3,14,9678801.26,13.11524,79.87878,freehold,18.91,4.48,27.47,0.16,56,Tiruvallur_Taluk_8
Tiruvallur,house,3474,5876.18,4,5,16,9331413.63,12.03227,77.36286,freehold,24.74,2.77,19.67,0.48,56,Tiruvallur_Taluk_8
Tiruvallur,commercial,1328,1845.92,2,2,38,2366805.92,9.7977,78.061,freehold,9.36,2.64,29.02,0.16,51,Tiruvallur_Taluk_9
Tiruvannamalai,plot,1176,1833.05,1,1,11,7776905.45,11.33727,77.94014,freehold,6.86,5.38,16.52,0.11,29,Tiruvannamalai_Taluk_9
Tiruvannamalai,plot,3914,8727.4,4,4,7,28981754.45,9.71305,80.19084,freehold,20.34,3.19,27.08,0.12,14,Tiruvannamalai_Taluk_10
Tiruvannamalai,commercial,1070,2199.25,1,2,31,6681545.87,9.57945,79.93151,leasehold,3.64,4.31,16.93,0.41,24,Tiruvannamalai_Taluk_7
Tiruvannamalai,commercial,3305,5534.7,5,5,44,12620743.26,9.86512,78.15606,freehold,4.65,8.16,5.03,0.51,42,Tiruvannamalai_Taluk_7
Tiruvannamalai,plot,597,1010.74,1,1,6,5284559.57,10.06661,79.37381,freehold,16.45,4.72,19.18,0.55,32,Tiruvannamalai_Taluk_5
Tiruvannamalai,commercial,3048,6691.96,4,5,50,13266695.2,9.76602,77.71194,freehold,4.05,1.13,20.62,0.49,14,Tiruvannamalai_Taluk_10
Tiruvannamalai,house,846,1434.15,2,2,39,4867550.63,9.40959,79.47248,freehold,16.78,5.34,13.81,0.3,33,Tiruvannamalai_Taluk_10
Tiruvannamalai,flat,2585,2585.0,4,5,15,19253442.85,12.71316,77.20044,freehold,5.83,3.38,23.73,0.45,46,Tiruvannamalai_Taluk_7
Tiruvannamalai,house,1808,2992.4,2,2,24,9184644.97,9.90361,78.81131,freehold,18.44,7.24,24.81,0.13,58,Tiruvannamalai_Taluk_1
Tiruvannamalai,flat,1985,1985.0,3,2,8,14502351.9,12.72011,76.94997,freehold,17.58,6.71,7.87,0.19,55,Tiruvannamalai_Taluk_7
Tiruvannamalai,commercial,3830,9383.76,5,5,36,19541714.37,10.68317,78.99525,freehold,11.8,5.22,27.04,0.17,46,Tiruvannamalai_Taluk_8
Tiruvannamalai,house,2063,3396.11,3,4,16,11730604.24,8.65974,77.17213,freehold,18.73,5.38,12.94,0.15,26,Tiruvannamalai_Taluk_6
Tiruvannamalai,plot,2346,4332.53,2,1,1,16537848.19,10.89218,77.97533,freehold,1.24,7.59,11.22,0.48,35,Tiruvannamalai_Taluk_6
Tiruvannamalai,house,1680,2102.83,2,2,3,14105078.68,11.27957,80.23152,freehold,7.08,8.34,13.98,0.35,25,Tiruvannamalai_Taluk_9
Tiruvannamalai,flat,588,588.0,1,1,15,3527211.37,9.15777,76.8007,freehold,7.06,1.48,19.88,0.54,11,Tiruvannamalai_Taluk_9
Tiruvannamalai,commercial,1750,4205.28,2,1,34,9795231.31,12.94523,80.03774,freehold,12.16,8.01,10.88,0.17,18,Tiruvannamalai_Taluk_6
Tiruvannamalai,plot,2986,6849.4,4,4,20,19361366.53,11.54841,78.11496,freehold,4.14,5.38,8.53,0.16,26,Tiruvannamalai_Taluk_7
Tiruvannamalai,house,1506,2086.48,2,2,11,11689571.63,9.45663,79.29458,leasehold,18.96,1.59,24.09,0.27,33,Tiruvannamalai_Taluk_3
Tiruvannamalai,plot,1081,2243.08,1,1,2,9799306.99,12.03928,79.79231,freehold,10.55,6.53,18.21,0.33,20,Tiruvannamalai_Taluk_7
Tiruvannamalai,flat,882,882.0,1,2,40,3735944.05,10.08988,77.50596,freehold,9.99,5.02,29.63,0.25,41,Tiruvannamalai_Taluk_6
Tiruvannamalai,flat,1213,1213.0,2,2,9,7546032.71,10.8187,79.83887,freehold,21.85,7.58,12.94,0.48,47,Tiruvannamalai_Taluk_2
Tiruvannamalai,house,2141,2449.32,3,2,43,8360198.43,13.20069,77.46697,freehold,19.05,5.92,11.97,0.24,35,Tiruvannamalai_Taluk_5
Tiruvannamalai,plot,3901,8331.27,4,5,27,22966212.08,12.7973,79.71294,freehold,10.45,6.46,15.97,0.17,33,Tiruvannamalai_Taluk_8
Tiruvannamalai,flat,423,423.0,1,1,17,2829323.16,13.14714,80.24196,freehold,12.3,3.87,24.52,0.37,25,Tiruvannamalai_Taluk_4
Tiruvannamalai,house,1395,2414.81,1,1,38,6826029.07,12.96632,78.01295,freehold,24.57,2.41,18.52,0.43,49,Tiruvannamalai_Taluk_8
Tiruvannamalai,commercial,585,782.5,1,1,0,5521075.31,9.13479,79.6639,freehold,10.09,1.58,14.7,0.44,57,Tiruvannamalai_Taluk_3
Tiruvannamalai,commercial,1496,2386.24,2,3,39,7079502.15,8.16812,78.56303,freehold,24.05,3.93,29.59,0.13,15,Tiruvannamalai_Taluk_2
Tiruvannamalai,flat,1868,1868.0,3,3,45,9511156.05,12.56419,77.46873,freehold,13.29,2.22,10.06,0.2,11,Tiruvannamalai_Taluk_7
Tiruvannamalai,flat,3908,3908.0,5,4,46,17858467.13,9.855,78.57221,freehold,21.91,5.51,13.28,0.23,18,Tiruvannamalai_Taluk_7
Tiruvannamalai,plot,3730,8530.06,5,5,32,23218042.51,12.85792,76.5449,leasehold,23.32,9.37,5.2,0.53,32,Tiruvannamalai_Taluk_4
Tiruvannamalai,house,1483,3116.11,2,3,14,10411373.5,10.24023,78.30185,freehold,12.26,6.44,16.99,0.55,39,Tiruvannamalai_Taluk_2
Tiruvannamalai,plot,2108,5237.24,3,2,49,9838782.25,9.60581,77.46669,freehold,20.4,2.64,19.85,0.28,24,Tiruvannamalai_Taluk_7
Tiruvannamalai,commercial,3483,4092.11,5,4,33,16466679.89,10.97138,79.61391,leasehold,10.32,1.68,18.63,0.44,39,Tiruvannamalai_Taluk_5
Tiruvannamalai,flat,3076,3076.0,4,4,4,23463822.93,10.53182,79.48026,freehold,1.99,2.25,14.83,0.42,55,Tiruvannamalai_Taluk_8
Tiruvannamalai,flat,2921,2921.0,4,4,19,21574311.46,11.57571,76.96866,freehold,5.04,5.99,23.06,0.58,43,Tiruvannamalai_Taluk_6
Tiruvannamalai,plot,3562,8277.33,4,5,49,16301355.88,12.07084,79.55484,freehold,17.95,3.12,20.85,0.31,57,Tiruvannamalai_Taluk_9
Tiruvannamalai,flat,739,739.0,1,2,14,5816899.37,12.87792,79.40447,freehold,23.73,4.25,17.97,0.25,54,Tiruvannamalai_Taluk_10
Tiruvannamalai,commercial,3711,7089.07,5,5,42,14862668.45,8.81736,78.3215,freehold,12.52,6.58,6.75,0.32,58,Tiruvannamalai_Taluk_6
Tiruvannamalai,plot,3056,4973.88,3,2,36,15369494.96,8.29672,76.84026,freehold,3.14,4.54,23.35,0.4,51,Tiruvannamalai_Taluk_3
Tiruvannamalai,plot,516,694.04,1,2,25,2617653.39,8.81389,77.27419,freehold,20.82,5.87,18.2,0.21,25,Tiruvannamalai_Taluk_7
Tiruvannamalai,flat,3016,3016.0,4,3,13,18115692.53,10.9159,77.40542,freehold,18.37,6.42,21.54,0.18,18,Tiruvannamalai_Taluk_8
Tiruvannamalai,commercial,1938,2213.42,2,1,17,14981970.17,13.06773,77.09704,leasehold,22.49,1.48,20.24,0.21,44,Tiruvannamalai_Taluk_2
Tiruvannamalai,house,1625,3406.6,3,3,13,9798767.66,11.10805,77.30595,freehold,18.33,9.72,19.24,0.12,44,Tiruvannamalai_Taluk_3
Tiruvannamalai,house,2424,3294.6,4,3,14,15823832.84,9.04894,76.50803,freehold,7.0,6.87,18.98,0.36,36,Tiruvannamalai_Taluk_2
Tiruvannamalai,commercial,2408,3927.84,4,3,16,18183356.46,8.34467,76.61324,freehold,6.12,2.43,24.56,0.4,13,Tiruvannamalai_Taluk_8
Tiruvannamalai,commercial,3947,8291.91,5,4,21,28206666.67,8.75719,78.58142,freehold,21.29,2.52,22.65,0.19,27,Tiruvannamalai_Taluk_9
Tiruvannamalai,house,969,1457.64,1,1,32,5301488.81,13.05325,77.39388,freehold,10.83,5.0,6.13,0.56,49,Tiruvannamalai_Taluk_7
Tiruvannamalai,house,1234,2376.05,1,1,44,4627369.64,12.17763,79.48744,freehold,15.41,8.47,10.92,0.49,36,Tiruvannamalai_Taluk_4
Tiruvannamalai,flat,1465,1465.0,2,2,12,10878054.03,9.15293,77.67545,leasehold,23.75,9.91,17.1,0.39,57,Tiruvannamalai_Taluk_9
Tiruvannamalai,house,808,892.93,2,2,19,5207319.66,12.06001,80.27942,freehold,4.64,5.15,20.17,0.48,18,Tiruvannamalai_Taluk_2
Tiruvannamalai,house,564,912.6,1,2,15,3832538.25,12.50413,80.08514,leasehold,0.9,2.57,17.21,0.39,27,Tiruvannamalai_Taluk_3
Tiruvannamalai,house,2978,4657.5,4,3,26,15608412.59,12.97587,76.67509,freehold,6.93,4.25,8.59,0.55,42,Tiruvannamalai_Taluk_8
Tiruvannamalai,commercial,1506,2223.07,2,3,47,5446735.68,8.49866,79.93895,freehold,20.22,3.54,23.07,0.29,47,Tiruvannamalai_Taluk_7
Tiruvannamalai,house,1441,3005.51,1,1,31,8687450.52,12.91577,80.08187,leasehold,2.0,9.27,7.03,0.1,27,Tiruvannamalai_Taluk_2
Tiruvannamalai,plot,665,825.13,1,2,39,2810216.97,11.41624,80.0051,freehold,21.49,2.6,26.54,0.49,29,Tiruvannamalai_Taluk_8
Tiruvannamalai,house,2208,4044.86,2,3,12,17278943.14,8.18124,79.43742,freehold,17.18,5.89,25.26,0.31,10,Tiruvannamalai_Taluk_8
Tiruvannamalai,flat,1859,1859.0,3,2,29,12160492.29,9.68869,77.03514,freehold,5.76,5.37,29.02,0.38,42,Tiruvannamalai_Taluk_9
Tiruvannamalai,commercial,2522,3336.68,3,2,49,8995757.43,11.37744,79.48266,freehold,14.98,9.72,8.92,0.37,48,Tiruvannamalai_Taluk_10
Tiruvannamalai,house,1664,2931.09,2,1,25,8510554.96,13.47304,79.00956,freehold,0.93,8.9,25.23,0.41,35,Tiruvannamalai_Taluk_9
